date,day_of_week,location,giai_tam,giai_bay,giai_sau_1,giai_sau_2,giai_sau_3,giai_nam,giai_tu_1,giai_tu_2,giai_tu_3,giai_tu_4,giai_tu_5,giai_tu_6,giai_tu_7,giai_ba_1,giai_ba_2,giai_nhi,giai_nhat,giai_dac_biet
2017-01-05,Thu nam,Bình Định,13,700,9858,2314,0068,5785,84297,72263,73201,79333,65352,81118,89343,22806,35602,81592,90030,90177
2017-01-05,Thu nam,Quảng Trị,87,606,5232,4644,0042,8524,83112,21932,76013,99536,56336,59369,18348,32658,32245,54232,75583,54144
2017-01-05,Thu nam,Quảng Bình,53,167,5320,8857,2361,8327,42823,10617,21676,27769,43781,18027,91455,79351,08847,64540,44608,60607
2017-01-06,Thu sau,Gia Lai,23,679,1076,1136,9767,7536,86320,78462,13376,81606,75954,47485,23379,56535,15247,80255,89880,30577
2017-01-06,Thu sau,Ninh Thuận,82,299,5549,3303,5699,8904,46081,90067,08098,86714,30944,46277,93836,42157,91088,96835,07715,90636
2017-01-07,Thu bay,Đà Nẵng,64,190,2964,2034,9731,1448,76139,55342,61771,41332,28127,63029,05537,40749,51139,58396,64963,56500
2017-01-07,Thu bay,Quảng Ngãi,23,258,3709,1597,2340,3902,87875,27440,50742,90567,49098,27041,08706,51540,90563,05728,37916,79442
2017-01-07,Thu bay,Đắk Nông,91,596,3257,3977,5121,0568,84710,74598,45741,57586,04411,93322,32436,44257,44316,21495,98708,86036
2017-01-08,Chu nhat,Kon Tum,94,076,8416,5283,4148,5944,74535,38721,13807,89990,73056,75985,66455,56071,66897,24171,28687,33933
2017-01-08,Chu nhat,Khánh Hòa,44,354,0848,6455,0523,1511,92604,77452,11698,18480,59640,88421,41149,63046,87034,44686,53399,97867
2017-01-09,Thu hai,Thừa T. Huế,02,758,3164,0685,2139,0550,22879,03322,87656,90730,30368,08326,74112,46036,18888,04119,21606,80959
2017-01-09,Thu hai,Phú Yên,30,825,3915,3947,0179,0685,58998,10940,26710,35177,39904,33609,32172,68803,05737,92586,42017,30818
2017-01-11,Thu tu,Khánh Hòa,03,548,5499,4356,7703,2491,97513,44574,93350,62233,71593,68246,67243,42607,50307,29403,89355,18947
2017-01-11,Thu tu,Đà Nẵng,54,325,0764,1425,7923,8356,04112,84935,39915,02291,22971,23594,85203,48067,34006,82951,72088,76398
2017-01-12,Thu nam,Quảng Bình,60,627,0754,8031,4213,0491,70967,19435,67776,91202,85852,39791,99630,47344,95358,89769,51886,30160
2017-01-12,Thu nam,Quảng Trị,34,945,4040,3931,6757,0464,81662,30455,81644,52626,23734,76417,77287,20767,42554,93751,43459,31984
2017-01-12,Thu nam,Bình Định,32,119,5946,9186,7254,6066,91816,23560,61392,88187,00443,37967,46687,48591,74143,04094,63499,71976
2017-01-14,Thu bay,Đà Nẵng,81,157,7639,4985,5494,4459,09146,77409,18486,41728,62319,85939,73943,09887,22079,71470,79522,95943
2017-01-14,Thu bay,Quảng Ngãi,61,711,6295,9656,3876,3787,05051,35564,97224,03477,81165,27404,19133,24785,10491,35375,86458,18425
2017-01-14,Thu bay,Đắk Nông,60,313,1631,6120,9051,3507,55364,80886,19403,04516,15181,88509,94382,87273,80367,78341,69047,82856
2017-01-15,Chu nhat,Kon Tum,21,292,5828,2764,7625,8128,73729,42994,55701,50553,94608,57123,02993,64465,22614,57561,85630,10251
2017-01-15,Chu nhat,Khánh Hòa,59,269,6145,1835,8448,8843,51326,97641,66927,27267,97801,63686,22940,85891,39723,87319,10018,10491
2017-01-16,Thu hai,Thừa T. Huế,24,419,5227,0368,0035,5027,77842,29659,07488,03453,78452,04497,76687,75374,31840,02731,96619,44919
2017-01-16,Thu hai,Phú Yên,18,425,7559,2687,7904,8826,99450,28405,52777,04160,08454,91511,61594,38120,64335,07029,60060,22185
2017-01-17,Thu ba,Đắk Lắk,34,984,3230,7146,5934,8291,89972,06575,88948,16465,21331,56062,76973,88704,46068,37829,53041,48596
2017-01-17,Thu ba,Quảng Nam,05,081,9264,2561,2515,0760,28346,55936,31408,00305,77860,70610,90985,47777,15942,75826,52318,38868
2017-01-18,Thu tu,Đà Nẵng,24,707,6248,3076,0890,6910,51027,72362,54418,27857,01316,54939,79095,24498,53217,75874,21523,54354
2017-01-18,Thu tu,Khánh Hòa,43,669,1900,0384,1224,6395,41213,49340,01826,22354,45465,47853,53720,77557,35842,44239,61566,04128
2017-01-19,Thu nam,Quảng Bình,38,399,0018,0084,6698,8221,09544,42360,13630,39122,18470,62069,65478,09081,24787,47107,91397,66334
2017-01-19,Thu nam,Quảng Trị,15,411,6920,1634,9727,0469,27436,01245,45882,27355,85740,91843,52137,90059,32631,55819,95070,08373
2017-01-19,Thu nam,Bình Định,19,340,8885,1233,1095,4309,63314,84430,27443,76813,09471,04629,30756,18663,22577,11438,47215,76325
2017-01-20,Thu sau,Gia Lai,41,701,6588,0005,9066,4812,71663,52514,81486,92310,75373,71039,65743,20383,51436,60024,31498,24440
2017-01-20,Thu sau,Ninh Thuận,52,507,1167,6050,7416,2303,96334,41242,10135,41386,18009,23953,44389,31156,93009,74163,44879,28427
2017-01-21,Thu bay,Đắk Nông,41,381,2713,7542,3307,4183,01435,88584,51396,28179,72272,67578,83847,59016,51422,33567,22193,23791
2017-01-21,Thu bay,Đà Nẵng,11,964,2946,0436,6950,6936,24450,12088,25294,91778,25714,54732,16735,25215,53079,87809,18485,63366
2017-01-21,Thu bay,Quảng Ngãi,65,736,3217,2623,9872,0517,25878,24867,20609,97911,81479,34867,14459,20295,76153,50155,99132,47473
2017-01-22,Chu nhat,Khánh Hòa,90,309,8831,9744,5990,6497,68995,94780,52072,35923,03902,45184,06032,44455,13006,39600,64374,94982
2017-01-22,Chu nhat,Kon Tum,08,602,9092,6785,9197,5876,36197,66889,35783,60576,91382,16112,65076,06545,58428,45122,33984,44490
2017-01-23,Thu hai,Thừa T. Huế,81,955,7677,6476,9605,5515,73744,44914,65375,73330,76917,74222,72772,88332,59027,22860,44590,98418
2017-01-23,Thu hai,Phú Yên,58,907,1154,4672,6837,8756,71682,40384,27219,45433,65933,69238,88710,87196,59174,58940,81733,06976
2017-01-24,Thu ba,Đắk Lắk,53,345,7073,4059,5085,6350,93890,11356,67122,08343,85233,17131,68795,70957,77598,99820,95258,59922
2017-01-24,Thu ba,Quảng Nam,65,202,0279,9756,3579,6451,36918,39596,17355,22780,89531,49292,45309,93102,42015,37750,06855,61321
2017-01-25,Thu tu,Đà Nẵng,07,765,9740,5050,8138,8944,03031,10830,73588,98507,12620,48451,25101,36467,77837,74384,45020,68197
2017-01-25,Thu tu,Khánh Hòa,86,703,6565,8029,7556,0943,93393,22538,64177,74928,22039,35106,42088,94315,59616,88697,17729,92887
2017-01-27,Thu sau,Gia Lai,50,600,2963,4240,8634,6194,53185,70984,23071,18517,61332,45417,80843,56603,66450,85765,24008,68202
2017-01-27,Thu sau,Ninh Thuận,04,742,4874,7082,7646,9041,14239,25926,99971,51916,69694,97878,71403,00518,91763,09998,25894,46748
2017-01-28,Thu bay,Đà Nẵng,40,129,8449,2352,1165,1627,66356,10818,25715,55981,22203,32805,03967,31622,91434,45521,36774,16644
2017-01-28,Thu bay,Quảng Ngãi,29,759,4993,3177,1120,0533,18627,87443,16223,30247,44634,06928,35546,41415,56431,98770,90908,42593
2017-01-28,Thu bay,Đắk Nông,17,763,7888,8018,3823,9874,78658,20976,82161,74741,75909,20974,94010,19499,94643,01613,78056,76226
2017-01-30,Thu hai,Thừa T. Huế,05,221,3979,6685,9997,3773,72352,71777,21179,26003,01179,07646,84149,12129,80977,60464,05910,35063
2017-01-30,Thu hai,Phú Yên,41,257,2199,6193,3296,8856,64669,23831,17958,56773,23769,70157,68435,35872,78958,20815,59919,90178
2017-01-31,Thu ba,Đắk Lắk,13,227,0525,0689,4835,3348,13781,74660,03292,51640,63880,38018,67201,92242,88742,73584,41161,56293
2017-01-31,Thu ba,Quảng Nam,49,179,0966,0365,3987,3717,87123,13044,05888,20422,59109,81068,33361,12729,05367,86779,29555,84293
2017-02-01,Thu tu,Khánh Hòa,66,829,3451,6282,5042,5003,49145,78534,09888,38527,54438,31963,93017,10947,84613,32998,62146,29599
2017-02-01,Thu tu,Đà Nẵng,70,175,2554,6121,6918,9535,81985,46952,12622,54016,18513,49971,52824,00751,92057,93921,31178,94094
2017-02-02,Thu nam,Bình Định,33,944,6488,5410,7045,2066,61089,28863,48690,31788,33631,16494,41064,32638,70175,48863,64933,45381
2017-02-02,Thu nam,Quảng Trị,47,378,0002,0124,4140,1119,83253,64499,39743,55661,36075,32701,53144,50848,11455,52093,05227,79412
2017-02-02,Thu nam,Quảng Bình,37,956,4577,1627,5462,8412,77834,87319,50285,37646,50965,47380,21643,03856,08036,34662,53399,77770
2017-02-03,Thu sau,Gia Lai,29,315,4716,2679,7054,5427,53759,08887,28349,17029,52510,84750,53461,84728,54537,42148,94933,29270
2017-02-03,Thu sau,Ninh Thuận,36,803,7207,3143,1936,9659,36356,99819,64416,51035,37727,03559,77768,87215,67385,05759,66494,50530
2017-02-04,Thu bay,Đà Nẵng,80,993,9363,5195,3424,0750,77730,03132,03012,87307,70395,32362,35664,89253,78664,97416,67224,01549
2017-02-04,Thu bay,Quảng Ngãi,26,222,0967,0647,6553,0497,96392,31991,06882,65021,32951,90581,17699,04176,74525,88682,01649,12868
2017-02-04,Thu bay,Đắk Nông,87,533,4782,1815,9766,5505,58945,77549,89461,11486,09361,06666,07529,80999,55376,52426,49239,49991
2017-02-05,Chu nhat,Kon Tum,76,838,0318,0748,5825,5669,37840,79492,38287,83329,14330,89940,48688,26840,24530,71892,44939,86757
2017-02-05,Chu nhat,Khánh Hòa,12,035,4987,6814,0884,3972,63915,61481,09251,63381,89303,36871,26539,57757,08689,39055,89780,06287
2017-02-06,Thu hai,Phú Yên,27,952,4317,4586,3155,1238,61274,99062,74394,86637,96464,74676,97789,55632,72997,82615,65041,40470
2017-02-06,Thu hai,Thừa T. Huế,18,249,8239,9130,2023,6854,98622,63052,18917,34537,85605,30183,09834,09265,23515,90679,91646,81227
2017-02-07,Thu ba,Đắk Lắk,01,398,2445,8362,6372,2111,62044,96762,72783,70696,15314,78002,74819,35259,99727,51289,92721,88951
2017-02-07,Thu ba,Quảng Nam,86,089,2057,3990,4227,2063,61110,90746,94923,01703,47330,18356,72065,15278,37517,68829,51536,53638
2017-02-08,Thu tu,Đà Nẵng,72,602,2600,7940,6314,7241,42368,47693,91776,58319,78662,07386,94089,86380,95248,22803,93321,35473
2017-02-08,Thu tu,Khánh Hòa,72,769,6540,9216,3711,6540,18241,75925,42461,99756,94037,38045,80118,58523,71431,27430,92747,09028
2017-02-09,Thu nam,Quảng Bình,11,003,0667,2357,5816,1628,46521,94898,87905,79421,89811,50772,39554,10178,42108,55272,17638,46666
2017-02-09,Thu nam,Quảng Trị,05,792,0899,1373,2112,9157,44070,95992,94846,43136,35811,05351,99369,06397,38318,00998,10898,48991
2017-02-09,Thu nam,Bình Định,45,110,7660,8694,8850,2073,74668,06550,78784,11220,99803,46795,46408,06782,53127,63214,22202,10691
2017-02-10,Thu sau,Gia Lai,04,887,4339,2331,7338,7703,53509,71189,24352,16732,17773,78958,73742,31776,90084,64663,24485,51635
2017-02-10,Thu sau,Ninh Thuận,44,648,8751,3290,0989,6118,85717,59747,80931,44008,62086,79682,16823,55163,32815,26026,88407,71819
2017-02-11,Thu bay,Đà Nẵng,11,665,4836,1732,5212,2287,30961,81372,01569,34193,64726,29818,37663,83087,23870,52783,67507,30204
2017-02-11,Thu bay,Quảng Ngãi,69,027,6511,8284,7671,9719,81582,32413,90966,20421,47813,26989,64588,05147,00052,80660,32198,05404
2017-02-11,Thu bay,Đắk Nông,51,117,8109,7155,4966,1487,32585,88203,17040,65845,25604,65278,91401,76354,51941,00130,77862,85444
2017-02-13,Thu hai,Thừa T. Huế,10,489,9175,6804,7451,8682,17977,19430,39779,07994,73445,34709,69907,53494,75531,79160,92808,48397
2017-02-13,Thu hai,Phú Yên,10,231,1310,1033,5946,0866,16697,86604,34567,20904,35478,62003,10091,55205,77657,75044,32487,61311
2017-02-14,Thu ba,Đắk Lắk,18,838,2813,1746,9052,5831,06053,14116,08840,22187,09789,18183,44479,98070,65618,71376,40982,93618
2017-02-14,Thu ba,Quảng Nam,59,791,0726,6012,5622,2952,53339,37434,04617,74558,05799,14484,86826,04752,72360,15209,21859,80409
2017-02-15,Thu tu,Đà Nẵng,73,384,2458,1662,9657,9269,89103,04672,14223,86419,98935,94026,18104,08714,81308,24306,82382,47136
2017-02-15,Thu tu,Khánh Hòa,53,682,2824,4952,6656,1675,36782,49160,00568,60754,34616,44923,35122,93990,73386,91251,30560,89316
2017-02-16,Thu nam,Quảng Trị,14,154,8172,4939,9177,4219,26467,02810,88253,59943,19935,54920,46745,25913,82319,06748,01105,03734
2017-02-16,Thu nam,Quảng Bình,54,311,9231,4078,1927,7546,15594,23243,72320,61838,12551,21886,91373,52916,71225,35454,07217,54765
2017-02-16,Thu nam,Bình Định,51,591,1723,2794,7271,9221,29837,27192,92332,54635,62752,65113,42163,45570,57104,28606,54073,70564
2017-02-17,Thu sau,Gia Lai,43,237,0812,9945,5956,5513,64135,68172,96698,19896,31591,25260,01051,17175,17469,20333,33042,14514
2017-02-17,Thu sau,Ninh Thuận,18,389,6531,9965,9406,1598,07174,03081,11037,81204,62897,37572,97084,48944,23281,56587,35536,86895
2017-02-18,Thu bay,Đà Nẵng,38,539,6051,4532,2731,2602,67855,51665,12288,42243,26974,76014,32785,68878,15803,46383,43733,38740
2017-02-18,Thu bay,Quảng Ngãi,18,779,7740,7365,1123,0705,75039,64366,32501,18750,70775,98108,51905,50537,29954,78813,73057,67850
2017-02-18,Thu bay,Đắk Nông,16,394,7492,3003,3186,5689,50688,03906,75089,04767,91839,50435,69304,87527,28424,31393,35523,04023
2017-02-19,Chu nhat,Kon Tum,20,048,2281,3176,5598,9024,56573,01543,50153,61092,35893,66045,74116,91163,02480,72343,66438,13935
2017-02-19,Chu nhat,Khánh Hòa,39,986,0983,0719,6831,7945,78538,33186,75291,96847,95029,60334,24508,22147,43816,12056,00630,06682
2017-02-20,Thu hai,Thừa T. Huế,44,653,6170,6579,4520,7420,38200,72435,28667,33729,77938,57628,80169,61224,86890,39239,57859,40358
2017-02-20,Thu hai,Phú Yên,28,794,9358,1691,3791,7705,20889,11701,21710,35309,93692,18450,44330,40342,10209,23646,55765,93460
2017-02-21,Thu ba,Đắk Lắk,94,041,8425,8708,1732,8329,58747,93265,00155,18849,14715,34660,06270,97660,79958,80007,74338,56509
2017-02-21,Thu ba,Quảng Nam,47,047,1935,6040,1772,5195,77722,75674,92697,25672,77246,61688,11263,41345,30633,16737,28980,60491
2017-02-22,Thu tu,Khánh Hòa,38,622,2942,5844,5231,1876,62580,05993,19831,17382,82561,83671,33139,11395,66838,49998,13555,45512
2017-02-22,Thu tu,Đà Nẵng,69,551,9378,3188,0042,3181,46291,57787,10848,98444,45502,81869,96604,71294,52249,24710,14411,97625
2017-02-23,Thu nam,Quảng Bình,81,579,2120,2369,7987,2035,02655,75272,19298,83866,80858,32404,22681,03761,11509,62299,13834,82705
2017-02-23,Thu nam,Bình Định,73,459,6526,3545,7784,0683,40832,95467,27255,88128,47021,60670,95607,10303,62935,40050,57788,91843
2017-02-23,Thu nam,Quảng Trị,93,331,9892,6711,1296,9345,52280,01713,72494,33479,14100,81972,10196,26119,40732,87368,87725,02256
2017-02-25,Thu bay,Đà Nẵng,03,613,1144,6770,7803,8716,27743,16866,31938,67374,40283,32730,97273,40150,66552,61426,66631,26302
2017-02-25,Thu bay,Quảng Ngãi,00,850,7121,1405,2332,0931,20481,65923,19820,52393,66432,13270,34523,68302,85122,13004,48096,43071
2017-02-25,Thu bay,Đắk Nông,57,308,6448,4753,9931,5957,08572,57448,33179,72567,60425,02783,54662,30931,14755,10194,41791,61732
2017-02-26,Chu nhat,Kon Tum,82,874,2486,1913,6593,3363,62387,30959,69285,30910,22222,74248,89053,46519,91809,38094,95238,41271
2017-02-26,Chu nhat,Khánh Hòa,65,629,8608,6048,7312,5617,20179,20789,62207,71240,82588,36504,65820,61582,67177,29886,59972,95507
2017-02-28,Thu ba,Đắk Lắk,73,287,3021,6904,8860,7212,45240,53054,11717,27642,56559,84173,18039,94447,80139,51540,52939,61285
2017-02-28,Thu ba,Quảng Nam,45,661,8661,6615,6981,7806,99524,26966,55544,75500,38704,58245,86620,88979,11367,22249,58385,34510
2017-03-01,Thu tu,Đà Nẵng,48,490,1862,0282,1093,1467,93035,67084,19956,07936,17627,57341,28090,43959,28001,22333,18728,39444
2017-03-01,Thu tu,Khánh Hòa,41,224,3491,9690,5587,3306,79142,62877,86050,64251,36214,13647,30455,16194,13617,46471,69476,90727
2017-03-02,Thu nam,Quảng Bình,22,314,2186,9047,2118,3316,09529,49802,02018,32952,17859,04758,78581,27039,76188,40866,06426,39762
2017-03-02,Thu nam,Bình Định,11,755,5598,8830,2708,1148,50218,68767,26372,54667,02557,71632,48971,94837,65884,79677,76124,02646
2017-03-02,Thu nam,Quảng Trị,74,789,6157,6392,4677,9718,58292,85586,53434,52086,65219,96013,71802,92719,78796,42409,75926,37562
2017-03-03,Thu sau,Ninh Thuận,90,084,9606,6555,2628,2022,17430,82357,11123,49353,24383,79590,04242,73225,54953,30955,72461,53931
2017-03-03,Thu sau,Gia Lai,53,566,0653,3995,3244,1575,72930,67594,18778,78413,57149,32813,03347,24574,80800,57854,41313,31797
2017-03-04,Thu bay,Đắk Nông,77,473,2643,8897,2419,0741,54582,65510,45947,79064,47058,58160,23184,80136,10173,11778,57957,33936
2017-03-04,Thu bay,Quảng Ngãi,74,766,0163,7328,9960,0481,88060,11049,87862,44823,87636,33915,90848,73913,30609,85525,46988,69254
2017-03-04,Thu bay,Đà Nẵng,20,304,9125,7348,2979,1387,08042,12575,89283,43752,86070,99529,56206,00245,13410,81128,13810,77439
2017-03-05,Chu nhat,Khánh Hòa,40,214,9281,6357,8942,0654,70811,20656,70434,30006,90627,00567,85065,89683,39018,81822,57064,64368
2017-03-05,Chu nhat,Kon Tum,42,504,8788,4584,1484,7204,19900,43137,66754,46706,02424,61011,01715,53929,12552,26973,89153,74258
2017-03-06,Thu hai,Thừa T. Huế,80,058,4711,6056,0133,9709,54612,46790,32576,90448,63501,96918,68959,50741,84945,02449,38872,38127
2017-03-06,Thu hai,Phú Yên,68,343,4885,8513,7279,0156,58818,10946,43375,83565,10917,85991,27113,69609,68687,93124,52315,41659
2017-03-07,Thu ba,Đắk Lắk,34,028,1233,8085,6432,2141,81098,02119,94349,89721,05877,44751,51463,04310,36433,81168,45280,63612
2017-03-07,Thu ba,Quảng Nam,02,887,0953,6401,3329,3198,80814,03566,89530,91899,45377,91765,84586,35365,06057,72018,36958,80258
2017-03-08,Thu tu,Khánh Hòa,09,816,3687,9884,4140,3906,60445,72540,31894,39404,51339,47060,78490,43333,25175,59238,85233,77283
2017-03-08,Thu tu,Đà Nẵng,49,536,4626,3552,4632,1421,60307,09485,82925,54749,97715,21184,14102,37699,32510,46461,32645,86731
2017-03-10,Thu sau,Ninh Thuận,50,700,0411,3082,5012,4655,33433,84962,67496,51984,90117,26894,11866,35529,10369,51502,97283,63579
2017-03-10,Thu sau,Gia Lai,44,777,4251,8606,9930,4677,92698,66954,02579,43143,30932,81533,35474,96817,62564,87546,19435,07912
2017-03-11,Thu bay,Đà Nẵng,31,654,6885,7900,9215,6185,61869,63644,67797,40475,21924,02011,36762,79052,86249,54675,41322,50893
2017-03-11,Thu bay,Quảng Ngãi,64,149,8393,0233,0053,9389,69599,49165,11421,56827,47181,90627,24425,64055,53485,02176,34597,86598
2017-03-11,Thu bay,Đắk Nông,23,399,4821,5108,3279,5436,07457,80513,29462,63752,62648,75665,67614,66274,70244,35568,89915,72151
2017-03-12,Chu nhat,Kon Tum,66,915,9804,6250,7601,4393,50929,21186,30475,04300,47538,53100,67107,08558,59040,99267,50327,97696
2017-03-12,Chu nhat,Khánh Hòa,45,613,4431,7306,1653,7569,78861,65684,46841,70437,82060,56466,00819,99294,89392,91116,57560,13701
2017-03-13,Thu hai,Thừa T. Huế,74,152,6315,2191,9787,8996,66632,25473,17083,82657,32847,73733,86980,47827,08871,55884,46146,18378
2017-03-13,Thu hai,Phú Yên,39,476,4982,5815,2483,4564,52024,25673,61927,78764,80512,76556,43579,70411,59970,89355,63725,19179
2017-03-14,Thu ba,Quảng Nam,62,604,7960,5225,9451,1659,82656,07538,39623,92585,73491,42269,04911,81723,72818,42214,32250,08627
2017-03-14,Thu ba,Đắk Lắk,64,082,3859,9395,3325,8778,74265,93029,76676,68674,26845,17422,11347,66338,36534,62488,27131,63647
2017-03-15,Thu tu,Đà Nẵng,53,970,6866,6861,3542,8574,48218,45741,78845,71368,38283,54539,81707,23367,10449,28371,42828,29267
2017-03-15,Thu tu,Khánh Hòa,44,673,7766,3442,6989,0568,69195,27136,11026,82898,55533,63991,64708,84255,94803,64325,69819,09227
2017-03-16,Thu nam,Quảng Bình,15,571,4624,0372,4023,7322,22749,67725,62554,63629,26917,17268,34609,47239,35466,80601,30700,33333
2017-03-16,Thu nam,Bình Định,82,743,2055,6205,1677,4136,66833,09970,71225,25632,98277,01041,33919,95026,84759,30864,51341,69816
2017-03-16,Thu nam,Quảng Trị,86,083,6804,0987,6880,9838,16242,65312,79960,14298,52604,89759,99791,39190,81319,90848,28370,19937
2017-03-17,Thu sau,Gia Lai,13,415,8798,0036,0462,8179,24931,25634,73447,99850,94662,68249,04070,78786,78941,68079,00978,77638
2017-03-17,Thu sau,Ninh Thuận,83,381,1633,2394,3479,4782,30228,10501,35925,88638,58935,43813,07098,07805,88089,83782,50609,80703
2017-03-18,Thu bay,Đắk Nông,70,276,4235,9229,8107,9868,22964,97209,14642,35807,21339,64182,57648,68807,38334,62466,32466,12401
2017-03-18,Thu bay,Quảng Ngãi,99,525,1250,8817,9563,1151,08276,97260,68797,98257,16373,41111,70279,81961,43935,46116,49195,23250
2017-03-18,Thu bay,Đà Nẵng,47,249,1011,3878,6472,2673,23691,44208,66855,23701,44501,77331,48074,68556,98451,58781,04633,32946
2017-03-19,Chu nhat,Kon Tum,20,019,7319,1124,7986,6182,71937,68736,03821,91255,08209,95418,97265,47638,12092,23408,19963,64613
2017-03-19,Chu nhat,Khánh Hòa,18,982,7610,8517,6282,4518,69173,74318,50205,53359,15291,79879,60303,57652,00519,00867,81404,75301
2017-03-20,Thu hai,Phú Yên,79,583,3991,8969,4321,8139,60412,38714,09527,69217,83533,47649,95627,20170,55444,76615,45569,36487
2017-03-20,Thu hai,Thừa T. Huế,69,346,0590,8348,2447,8285,13846,37366,77097,97722,73394,65495,36692,57379,70333,77064,84386,41616
2017-03-22,Thu tu,Khánh Hòa,50,241,6605,3892,7607,3456,90422,34585,98217,32561,92865,54094,27521,68187,43531,09056,61283,47891
2017-03-22,Thu tu,Đà Nẵng,20,919,3015,0062,4732,3269,85661,86664,83035,90553,24087,50684,13277,70285,92376,82018,56230,76198
2017-03-23,Thu nam,Quảng Trị,36,917,3593,2635,6066,0691,57123,65712,31467,07676,64871,13257,41465,27252,22386,39199,78947,85310
2017-03-23,Thu nam,Quảng Bình,06,669,4983,7332,5262,0674,50028,31006,06974,89934,10784,63750,52733,59227,52662,81046,15132,71379
2017-03-23,Thu nam,Bình Định,70,978,2391,9035,8102,0087,82173,90702,43597,51708,39472,84118,06784,88000,82087,29249,89416,07510
2017-03-24,Thu sau,Gia Lai,96,015,5051,5712,1026,1860,65182,87687,53535,82832,54393,03249,71784,53715,47700,33654,45737,25088
2017-03-24,Thu sau,Ninh Thuận,37,740,1575,1287,4934,7347,57532,12328,14971,65328,71990,19638,05796,85600,64458,06213,48339,77137
2017-03-25,Thu bay,Đà Nẵng,46,875,1982,7626,4178,6431,99747,58304,24205,53988,91716,99661,77722,96864,71656,68880,04136,53415
2017-03-25,Thu bay,Quảng Ngãi,02,899,2541,3433,9172,9826,84070,42456,53786,10473,33943,97998,65067,57939,48707,42263,31321,51218
2017-03-25,Thu bay,Đắk Nông,32,956,7385,3549,6514,1691,88097,01670,33238,72801,66711,97905,70854,58240,26422,63916,95823,97987
2017-03-27,Thu hai,Thừa T. Huế,65,812,2382,5318,5536,9286,54411,45319,04147,64448,44141,89750,66500,07614,09470,99866,77522,86815
2017-03-27,Thu hai,Phú Yên,97,343,5414,1617,8614,7030,83416,81760,36042,58018,82375,07571,45604,40616,05398,09495,13613,43531
2017-03-28,Thu ba,Đắk Lắk,58,780,7846,9189,4584,4671,75805,32823,61183,95486,25735,71413,97094,06129,15221,93791,27633,42982
2017-03-28,Thu ba,Quảng Nam,79,509,0999,9218,4190,8984,28484,18286,98892,70552,40151,88441,85100,65790,93999,83011,80825,06227
2017-03-29,Thu tu,Khánh Hòa,53,398,5741,2524,1860,2664,65758,61159,42048,20268,53131,11564,60491,71370,59976,17101,17372,07773
2017-03-29,Thu tu,Đà Nẵng,61,239,3557,8420,6597,7019,57982,10527,27725,21117,95163,29183,20796,45184,68312,42302,16068,04299
2017-03-30,Thu nam,Quảng Bình,06,030,4440,8017,7709,7683,38197,90962,07149,34792,85348,59080,40411,47079,20251,25969,39673,71712
2017-03-30,Thu nam,Bình Định,26,158,6189,7410,5981,8998,90854,52417,19424,66043,03990,00995,31791,18647,19845,24342,94692,42254
2017-03-30,Thu nam,Quảng Trị,51,205,8689,2014,5904,1422,12108,66791,38763,49635,55026,65276,70819,38767,89231,00684,52751,87490
2017-03-31,Thu sau,Gia Lai,64,244,8412,1018,0902,1807,69962,99544,85240,87694,85009,30996,61955,24918,48084,28456,30375,34445
2017-03-31,Thu sau,Ninh Thuận,68,455,4375,0048,7732,4396,35426,96407,45507,56231,29087,26328,77542,04741,10743,44849,12051,16719
2017-04-01,Thu bay,Đà Nẵng,73,449,6308,7962,0931,8515,14227,51302,77778,92766,28289,47403,06631,38659,65408,11834,16755,391726
2017-04-01,Thu bay,Quảng Ngãi,49,039,2772,4207,0115,1975,59676,88127,40752,26485,51514,54856,03505,88914,58498,48871,03533,149775
2017-04-01,Thu bay,Đắk Nông,12,879,5318,6299,6532,9606,04005,12246,24929,70650,41668,08286,95166,89068,13589,39177,60349,734681
2017-04-02,Chu nhat,Kon Tum,37,505,4566,2979,4553,8209,22709,57663,02200,20197,15407,77087,72579,30925,93356,80472,35115,223888
2017-04-02,Chu nhat,Khánh Hòa,11,081,9290,6175,5203,9530,87108,25056,88722,61991,21486,99633,69465,47236,39959,63634,84608,087277
2017-04-03,Thu hai,Thừa T. Huế,91,127,0895,5608,8909,8761,85489,84371,48914,35082,36520,69386,59606,13068,10222,79550,14001,560973
2017-04-03,Thu hai,Phú Yên,85,757,7955,1092,0552,9023,64108,01432,67147,65754,11925,92443,72370,21590,70009,81692,77889,085314
2017-04-04,Thu ba,Đắk Lắk,39,947,0878,1913,2356,5611,23647,08961,83513,05749,05800,73275,26876,94870,99380,66906,23922,060640
2017-04-04,Thu ba,Quảng Nam,00,970,1579,2917,2477,0843,83515,08518,08812,30181,92344,05306,10904,36953,93371,42326,49641,157375
2017-04-05,Thu tu,Khánh Hòa,94,434,3743,0059,4812,7199,56939,84817,94570,54590,80593,39922,97546,26786,79111,44085,75532,390522
2017-04-05,Thu tu,Đà Nẵng,68,708,8219,4345,4713,9498,56412,80559,46950,90769,03452,87937,05212,61126,16616,13897,26191,957755
2017-04-06,Thu nam,Quảng Trị,86,131,7607,3908,7347,7070,71406,03011,99432,67618,82237,83290,25749,64549,32791,75222,53465,617662
2017-04-06,Thu nam,Quảng Bình,92,916,3725,0577,5906,7106,89327,86423,97392,59029,79922,41225,46211,22314,69899,61000,05515,563669
